-0.033137966	-0.01393104	-0.026978252	0.010739309	0.067687385	-0.011840015	0.0129983965	0.009385589	0.017137937	-0.019366877	0.02380647	0.010664268	-0.012741281	-0.0014255247	0.04462338	0.07444715
-0.020125836	-0.049122255	-0.020607265	-0.008401983	0.081100784	0.07171632	-0.032037888	-0.041882537	-0.032826778	0.009676145	-0.012436834	-0.021884147	-0.06867068	0.10017951	0.062068164	0.066287145
-0.09087161	-0.031853847	0.04568726	-0.056418434	0.092024036	0.05361426	-0.038714204	-0.07879386	-0.004239075	-0.0049322904	-0.09446247	0.050129004	-0.038082533	0.13020457	0.052261397	0.056818098
-0.0568034	-0.013505707	-0.037684713	0.0132064475	0.037565768	0.050422564	-0.00088830787	0.010064459	0.024064993	0.00433657	-0.030266264	0.016306777	-0.073530816	0.009763452	0.0015376658	0.05814528
-0.0135154305	-0.05160273	-0.00085063564	-0.007976182	0.062909245	0.0019211178	0.034460556	0.003512278	0.03700308	-0.0796071	-0.05326517	-0.06619592	-0.01978362	0.04104237	0.09481287	0.03397032
-0.0139974	-0.037454363	0.04871672	-0.0070828428	0.020496115	-0.02227047	-0.013142151	-0.03243542	0.012209087	0.017328331	-0.006346732	-0.015481959	-0.029509436	0.05512537	0.044720203	0.04689795
-0.041019943	-0.027510274	0.011188302	-0.05040525	0.0637899	-0.0031734693	0.017375957	0.037378177	0.036785677	0.0230922	-0.018643184	-0.037631966	-0.044745464	0.033909246	-0.007344288	0.077519976
-0.042637635	-0.04478841	0.027284639	0.018226214	-0.004658084	0.017575935	0.047200274	-0.01538813	-0.014724388	-0.06334153	0.02637217	0.0055921585	0.004271614	-0.0012657272	0.060360968	-0.022694303
-0.06961758	-0.05646034	0.019442875	-0.051102422	0.08701492	0.024461873	0.02696557	-0.015494172	0.03286203	-0.04644302	0.028337276	-0.004505241	-0.026552834	0.03244564	0.05098501	0.058730163
-0.07606486	0.038708553	0.026420772	-0.09826344	0.08694138	0.10155879	-0.030066226	-0.054329034	-0.045381308	0.0612054	-0.034111068	0.020344453	-0.055466983	0.060144875	-0.043848652	0.12152353
-0.01192764	0.0097360285	0.014777489	-0.030887766	0.011517413	0.046242908	0.016878713	-0.07739004	-0.03867046	0.049960803	-0.022698455	0.042195957	-0.018104747	0.015483619	-0.034038413	0.076725304
-0.11896939	-0.039737206	-0.06392989	-0.028304813	0.036433257	0.08007824	0.061605167	-0.048928473	0.015507789	-0.041397862	-0.059128407	0.010522554	-0.027448457	0.03866924	-0.0060845874	0.04897998
-0.02026657	-0.022247465	0.01324247	-0.014417352	-0.016753666	0.029089462	-0.05132394	0.011950901	0.003895507	-0.019928826	-0.023144532	-0.005310933	-0.060602464	0.031562284	-0.029530803	0.015900772
0.09454884	-0.052435257	-0.024723295	0.026590543	-0.10827382	-0.036914002	0.027518246	0.07733388	0.09047219	-0.0353857	0.021913601	-0.056337245	0.08507556	-0.029670002	0.043730468	-0.056808047
-0.10698161	-0.041863147	0.022027649	-0.078239	0.06326859	0.08707828	-0.00760018	-0.015919091	0.014407026	-0.045061823	-0.021332698	-0.026584804	-0.07463489	0.059864648	-0.0347752	0.06474228
-0.0010034309	-0.035821117	-0.0053248024	0.033666458	-0.02960379	-0.022179807	0.08749163	0.053337302	0.0740936	-0.040202335	-0.023245912	-0.0387499	0.001258964	-0.004405378	0.04231867	-0.051970515
-0.088440016	0.021542279	0.032316156	-0.005928728	0.061249066	-0.011878167	-0.0051921154	-0.035733793	-0.0043713716	0.021061966	-0.0087386165	0.026004553	0.021803403	0.03879815	0.020278748	0.049740978
-0.027692368	-0.069445156	-0.019165365	0.04300989	0.0105704535	0.027432805	0.04369601	-0.042039797	-0.028448256	-0.07944916	-0.0034142183	0.01854897	-0.0013174753	0.00085526094	0.00739495	0.04231547
0.027116159	0.01623466	0.023185516	0.057132166	-0.04739946	0.009585241	-0.007014315	-0.0020581482	-0.029648997	-0.031735137	0.022931188	0.03514263	-0.011236592	-0.015953485	0.039902113	-0.026595686
-0.034673065	0.010498295	0.040799696	-0.046523232	0.06806834	0.06858583	-0.015619566	-0.04840189	-0.046959553	-0.011283567	-0.047766317	-0.0023621486	0.007524998	0.06191855	-0.008670564	0.037767224
0.022837501	-0.015842969	0.00092976	0.050707806	0.038335174	-0.0028175411	-0.0061275065	0.030935178	0.035579175	0.0075883116	0.063703164	-0.028068468	-0.008907694	-0.045573384	0.03303737	0.014565486
-0.05968193	-0.024944771	0.049594466	0.024293596	0.037617806	0.015412788	0.04365203	-0.02192926	-0.0112855295	-0.03467827	-0.03759414	-0.027291033	-0.03471511	0.05695435	-0.015749466	0.06589986
-0.12396036	0.042040937	0.03473937	-0.081338555	0.07251717	0.022170253	-0.008017306	-0.092331424	-0.027981622	0.063185886	-0.08990546	0.06947426	-0.0289037	0.047933277	-0.06114722	0.091504015
0.032086894	-0.060002618	-0.046174817	0.019143142	-0.05879554	-0.079691134	0.08578923	0.020633264	0.0057673072	-0.08559583	0.020920716	-0.0752091	0.06557312	-0.091776945	0.10030452	-0.047400214
-0.03960647	-0.07857886	-0.0004041942	-0.033562247	0.01871633	0.0093488945	-0.0020160621	0.042835835	0.0016628844	0.011147817	-0.0036012551	-0.0310481	0.020421747	-0.028069975	0.030810302	0.029344272
-0.052105572	-0.022679914	-0.058092773	-0.023404872	0.008306651	0.015293422	-0.028753536	-0.0035797467	-0.034265175	-0.047364175	0.03412823	-0.013026889	-0.02931124	-0.017152699	0.053272247	0.06611815
-0.048478056	0.030057058	0.00037497602	-0.07866566	0.10235735	0.025463136	0.034186058	0.011069793	0.015983783	0.035680458	-0.065266974	0.029831888	-0.0490757	0.033387467	0.024080688	0.123981096
-0.00072196394	-0.040207285	-0.0026638932	0.04135103	0.048925616	2.267821e-05	0.07357932	0.025596408	0.037775952	0.009047245	0.031596057	-0.029656576	0.057488397	-0.044858042	0.08293949	0.0014039922
-0.017629366	-0.022610126	-0.0472407	0.018761935	-0.0456491	-0.035691746	0.073046796	-0.03388154	0.07862766	-0.07895659	0.009708755	0.0016055144	-0.009389783	0.022079935	0.03233758	-0.0289377
